area_sqm,building_year,num_rooms,has_elevator,has_parking,has_storage,price(in_toman),floor_number,district
200,1403,3,Yes,Yes,Yes,28000000000,3.0,جنت‌آباد جنوبی
125,1403,2,Yes,Yes,Yes,21250000000,8.0,ارم
96,1395,2,Yes,Yes,Yes,8100000000,4.0,امامت
86,1388,2,Yes,Yes,Yes,106976000,,کوی فردوس
65,1403,1,Yes,No,Yes,46000000000,35.0,دکتر هوشیار
68,1394,2,Yes,Yes,Yes,8750000000,15.0,جنت‌آباد جنوبی
80,1396,2,Yes,Yes,Yes,1780000000,33.0,اندیشه (شهر زیبا)
45,1403,1,Yes,Yes,Yes,3600000000,34.0,دکتر هوشیار
240,1384,4,Yes,Yes,Yes,41000000000,3.0,نیاوران
89,1402,2,Yes,Yes,Yes,9200000000,24.0,نارمک جنوبی
170,1403,3,Yes,Yes,Yes,24000000000,5.0,جنت‌آباد جنوبی
52,1376,1,No,No,Yes,3350000000,44.0,سلسبیل
78,1399,2,Yes,Yes,Yes,3354000000,3.0,دولتخواه
63,1395,2,No,Yes,Yes,1550000000,33.0,اندیشه (شهر زیبا)
64,1402,1,Yes,Yes,Yes,2080000000,3.0,مبارک‌آباد بهشتی
130,1398,3,Yes,Yes,Yes,15800000000,4.0,جنت‌آباد جنوبی
115,1388,2,Yes,Yes,Yes,11000000000,25.0,شهران شمالی
135,1401,2,Yes,Yes,Yes,8200000000,4.0,بریانک
50,1371,1,No,Yes,No,162000000,,امانیه
86,1391,2,Yes,Yes,Yes,9850000000,55.0,باغ فیض
106,1403,2,Yes,Yes,Yes,16960000000,711.0,هروی
42,1381,1,Yes,No,No,6000000000,2.0,اختیاریه
220,1402,3,Yes,Yes,Yes,88000000000,1010.0,زعفرانیه
300,1392,4,Yes,Yes,Yes,60000000000,26.0,فرمانیه
230,1384,4,Yes,Yes,Yes,191304000,,فرمانیه
147,1385,3,Yes,Yes,Yes,183673000,,الهیه
270,1388,4,Yes,Yes,Yes,50000000000,45.0,فرمانیه
52,1403,1,Yes,Yes,Yes,95000000,,سلسبیل
218,1389,3,Yes,Yes,Yes,188073000,,امامزاده قاسم
50,1403,1,Yes,Yes,Yes,350000000,2022.0,دریاچه شهدای خلیج فارس
68,1382,2,No,Yes,Yes,6850000000,2.0,پونک
110,1395,2,Yes,Yes,Yes,21000000000,66.0,فرمانیه
130,1371,2,Yes,Yes,No,13500000000,24.0,گاندی
156,1402,3,Yes,Yes,Yes,27300000000,16.0,نیلوفر
85,1394,2,Yes,Yes,No,58235000,,بریانک
90,1398,2,Yes,Yes,Yes,17800000000,17.0,قیطریه
1320,1403,2,Yes,Yes,Yes,227272000,,یوسف‌آباد
168,1403,3,Yes,Yes,Yes,18700000000,56.0,جنت‌آباد مرکزی
53,1395,1,Yes,Yes,Yes,137735000,,ارم
100,1401,2,Yes,Yes,Yes,22000000000,35.0,دزاشیب
112,1403,2,Yes,Yes,Yes,14000000000,15.0,کوی فردوس
83,1386,2,Yes,Yes,Yes,7200000000,35.0,شمس‌آباد
97,1399,2,Yes,Yes,Yes,119587000,,صادقیه
50,1394,1,Yes,No,Yes,2850000000,14.0,هفت چنار
51,1396,1,Yes,No,Yes,3600000000,14.0,استاد معین
110,1403,2,Yes,Yes,Yes,25300000000,5.0,شهرک ژاندارمری
115,1403,3,Yes,Yes,Yes,8250000000,36.0,تهرانپارس شرقی
70,1386,2,Yes,Yes,Yes,106428000,,سازمان برنامه
56,1397,1,Yes,Yes,Yes,1450000000,2.0,شهر زیبا
85,1393,2,Yes,Yes,Yes,8500000000,4.0,سازمان برنامه
130,1400,3,Yes,Yes,Yes,20000000000,55.0,پاتریس لومومبا
76,1376,1,No,No,Yes,4200000000,24.0,مینا
170,1402,3,Yes,Yes,Yes,200000000,,یوسف‌آباد
130,1390,3,Yes,Yes,Yes,188461000,,سعادت‌آباد
90,1403,1,Yes,Yes,Yes,570000000,815.0,چیتگر
171,1399,3,Yes,Yes,Yes,26000000000,1.0,هفت حوض
160,1402,3,Yes,Yes,Yes,84375000,,دریاچه شهدای خلیج فارس
130,1385,3,Yes,Yes,Yes,130000000,,یوسف‌آباد
137,1383,3,Yes,Yes,Yes,164233000,,میرداماد
103,1398,2,Yes,Yes,Yes,11800000000,25.0,سازمان آب
64,1402,1,Yes,Yes,No,111111111,5.0,تهرانپارس شرقی
124,1393,3,Yes,Yes,Yes,15300000000,4.0,پرستار
118,1396,3,Yes,Yes,Yes,23000000000,2.0,قیطریه
70,1400,2,Yes,Yes,Yes,4700000000,3.0,افسریه
65,1402,1,Yes,Yes,Yes,9400000000,3.0,پونک
220,1403,3,Yes,Yes,Yes,49000000000,56.0,کامرانیه
180,1392,3,Yes,Yes,Yes,194444000,,نیاوران
80,1403,2,Yes,Yes,Yes,2800000000,1521.0,چیتگر
78,1402,1,Yes,No,Yes,10000000000,15.0,حصار بوعلی
200,1402,3,Yes,Yes,Yes,54000000000,1415.0,پاسداران
60,1385,2,No,No,No,3699000000,24.0,جابری
73,1384,2,Yes,Yes,Yes,7350000000,25.0,سازمان برنامه
130,1393,2,Yes,Yes,Yes,22000000000,34.0,نیاوران
83,1403,2,Yes,Yes,Yes,8300000000,1.0,پیروزی
220,1403,3,Yes,Yes,Yes,66000000000,45.0,دروس
280,1385,3,Yes,Yes,Yes,142857000,,جردن
185,1403,3,Yes,Yes,Yes,50000000000,46.0,نیاوران
170,1403,3,Yes,Yes,Yes,54400000000,36.0,دروس
80,1395,2,Yes,Yes,Yes,11200000000,15.0,پونک
55,1394,1,Yes,Yes,Yes,140909000,,کوی فردوس
166,1403,3,Yes,Yes,Yes,18999000000,35.0,جنت‌آباد شمالی
240,1400,3,Yes,Yes,Yes,60000000000,56.0,سعادت‌آباد
109,1390,3,Yes,Yes,Yes,11750000000,45.0,کوی فردوس
195,1396,3,Yes,Yes,Yes,45000000000,3.0,محمودیه
116,1401,2,Yes,Yes,Yes,136206000,,هروی
143,1397,3,Yes,Yes,Yes,12900000000,34.0,حکیمیه
170,1396,3,Yes,Yes,Yes,185294000,,یوسف‌آباد
260,1401,3,Yes,Yes,Yes,78000000000,8.0,پاسداران
211,1402,3,Yes,Yes,Yes,211,4.0,هفت حوض
78,1399,2,Yes,Yes,Yes,3600000000,2.0,شهر زیبا
100,1397,2,Yes,Yes,Yes,5400000000,15.0,جی
71,1398,2,Yes,No,Yes,6000000000,15.0,بهارستان
132,1388,3,Yes,Yes,Yes,22050000000,24.0,سپهر
91,1403,2,Yes,Yes,Yes,11550000000,35.0,تهرانپارس غربی
132,1386,3,Yes,Yes,Yes,12000000000,45.0,نیرو هوایی
70,1403,2,Yes,Yes,Yes,48571000,,شهر زیبا
105,1401,2,Yes,Yes,Yes,13600000000,25.0,تهران‌ویلا
90,1403,2,Yes,Yes,Yes,2070000000,218.0,زیبادشت
130,1385,3,Yes,Yes,Yes,17000000000,5.0,هروی
300,1403,4,Yes,Yes,Yes,91000000000,5.0,سعادت‌آباد
167,1400,3,Yes,Yes,Yes,25050000000,4.0,هفت حوض
72,1401,2,No,No,No,3312000000,12.0,حصارک
185,1400,3,Yes,Yes,Yes,205405000,,جردن
120,1403,3,Yes,Yes,Yes,22000000000,7.0,پونک
200,1400,3,Yes,Yes,Yes,60000000000,4.0,دروس
90,1403,2,Yes,Yes,Yes,4635000000,3030.0,سرو آزاد
285,1403,4,Yes,Yes,Yes,79900000000,2.0,دروس
240,1403,3,Yes,Yes,Yes,74400000000,2.0,دروس
54,1390,1,Yes,Yes,Yes,4200000000,44.0,تسلیحات
155,1403,3,Yes,Yes,Yes,35000000000,16.0,هروی
131,1403,2,Yes,Yes,Yes,41920000000,25.0,سعادت‌آباد
135,1388,3,Yes,Yes,Yes,27000000000,1.0,سعادت‌آباد
168,1403,3,Yes,Yes,Yes,8232000000,330.0,سرو آزاد
175,1402,3,Yes,Yes,Yes,28000000000,2.0,هفت حوض
90,1403,2,Yes,Yes,Yes,21000000,,چیتگر
50,1400,1,Yes,No,Yes,3600000000,14.0,دلگشا
65,1393,1,Yes,Yes,Yes,4000000000,34.0,بلورسازی
100,1403,2,Yes,Yes,Yes,1300000000,814.0,چیتگر
175,1395,3,Yes,Yes,Yes,40000000000,45.0,زعفرانیه
70,1389,2,Yes,Yes,Yes,8890000000,55.0,هروی
122,1393,2,Yes,Yes,Yes,15800000000,25.0,یوسف‌آباد
90,1403,2,Yes,Yes,Yes,2500000000,2530.0,دریاچه شهدای خلیج فارس
300,1392,4,Yes,Yes,Yes,210000000,,دروس
104,1393,2,Yes,Yes,Yes,13400000000,25.0,هروی
62,1393,2,Yes,Yes,Yes,7000000000,1.0,جنت‌آباد مرکزی
75,1398,2,Yes,Yes,No,12000000000,34.0,پاسداران
62,1383,2,No,Yes,No,70161000,,جیحون
90,1380,2,Yes,Yes,Yes,2700000000,4.0,تهرانپارس شرقی
168,1378,3,Yes,Yes,Yes,19000000000,1.0,گیشا (کوی نصر)
105,1400,2,Yes,Yes,Yes,7600000000,12.0,دریاچه شهدای خلیج فارس
73,1395,2,Yes,Yes,Yes,147945000,,گیشا (کوی نصر)
57,1390,1,No,Yes,Yes,2250000000,3.0,وصفنارد
160,1397,3,Yes,Yes,Yes,13500000000,8.0,دریاچه شهدای خلیج فارس
80,1403,2,Yes,Yes,Yes,3500000000,11.0,شهرک راه‌آهن
130,1388,3,Yes,Yes,Yes,21000000000,3.0,سعادت‌آباد
48,1397,1,Yes,Yes,Yes,1300000000,2.0,اندیشه (شهر زیبا)
40,1382,1,No,No,Yes,1950000000,3.0,سلامت
95,1390,2,Yes,Yes,Yes,10900000,35.0,تهرانپارس غربی
52,1384,1,No,No,Yes,2750000,23.0,سلیمانی
44,1392,1,Yes,No,No,2330000000,4.0,گمرک
67,1382,2,No,No,Yes,5000000000,14.0,تهرانپارس غربی
50,1402,1,Yes,No,Yes,4000000000,14.0,سبلان
60,1391,1,No,Yes,Yes,5400000000,24.0,سبلان
100,1393,2,Yes,Yes,Yes,6700000000,44.0,سلسبیل
60,1396,1,Yes,Yes,Yes,6450000000,4.0,تهرانپارس غربی
45,1392,1,Yes,Yes,Yes,128888000,,یوسف‌آباد
64,1399,1,Yes,Yes,Yes,11200000000,78.0,سعادت‌آباد
90,1370,2,No,No,Yes,6500000000,23.0,فاطمی
75,1390,2,No,Yes,Yes,8900000000,1.0,هروی
75,1402,2,Yes,Yes,Yes,1800000000,1.0,شهر زیبا
110,1403,3,Yes,Yes,Yes,14850000000,1.0,سازمان برنامه
116,1387,2,Yes,Yes,Yes,12200000000,3.0,هروی
119,1403,3,Yes,Yes,Yes,15000000000,45.0,سازمان آب
99,1401,2,Yes,Yes,Yes,12700000000,25.0,تهران‌ویلا
158,1402,2,Yes,Yes,Yes,34000000000,35.0,گیشا (کوی نصر)
110,1386,2,Yes,Yes,Yes,13200000000,55.0,سعادت‌آباد
106,1397,2,Yes,Yes,Yes,6500000000,14.0,سرو آزاد
77,1389,2,No,Yes,Yes,4700000000,14.0,سلسبیل
150,1401,3,Yes,Yes,Yes,24000000000,1.0,یوسف‌آباد
63,1396,1,Yes,Yes,Yes,94444000,,شهر زیبا
46,1399,1,No,Yes,Yes,1720000000,2.0,شهر زیبا
63,1403,1,Yes,Yes,No,3465000000,1.0,شهرک کیانشهر
60,1390,2,No,No,Yes,4800000000,14.0,استاد معین
70,1395,2,Yes,Yes,Yes,84285000,,اندیشه (شهر زیبا)
122,1403,2,Yes,Yes,Yes,9836000,,دریاچه شهدای خلیج فارس
53,1383,1,Yes,Yes,Yes,5300000000,1.0,شهر زیبا
60,1403,1,Yes,Yes,Yes,101666000,,تهران‌سر
130,1392,3,Yes,Yes,Yes,17150000000,25.0,اختیاریه
130,1385,3,Yes,Yes,Yes,21000000000,15.0,سعادت‌آباد
122,1401,3,Yes,Yes,Yes,15300000000,24.0,سیدخندان
133,1387,3,Yes,Yes,Yes,23700000000,55.0,سعادت‌آباد
143,1403,3,Yes,Yes,Yes,39000000000,45.0,پاسداران
76,1399,2,Yes,Yes,Yes,6900000000,5.0,تهران‌سر
71,1380,1,No,No,Yes,4000000000,4.0,نازی‌آباد
75,1403,2,Yes,Yes,Yes,1200000000,1212.0,دریاچه شهدای خلیج فارس
75,1400,2,Yes,Yes,Yes,2870000000,44.0,اندیشه (شهر زیبا)
63,1391,2,Yes,Yes,Yes,6800000000,55.0,سیدخندان
73,1398,2,Yes,Yes,Yes,8100000000,25.0,پلیس
66,1388,1,Yes,Yes,Yes,6700000000,35.0,شهران شمالی
58,1396,1,Yes,Yes,Yes,1500000000,2.0,اندیشه (شهر زیبا)
615,1401,2,Yes,Yes,Yes,11700000000,,میدان حر
68,1403,2,Yes,Yes,Yes,1650000000,2.0,اندیشه (شهر زیبا)
80,1386,2,Yes,Yes,Yes,107500000,,پونک
68,1382,2,Yes,Yes,Yes,6500000000,25.0,شهرک پرواز
138,1397,3,Yes,Yes,Yes,18800000000,25.0,پونک
105,1400,2,Yes,Yes,Yes,14000000000,25.0,سازمان برنامه
100,1392,2,Yes,Yes,Yes,14000000000,25.0,پاسداران
112,1403,2,Yes,Yes,Yes,89285000,,سرو آزاد
115,1403,2,Yes,Yes,Yes,10580000000,1111.0,هوانیروز
69,1398,2,Yes,Yes,Yes,5800000000,2.0,جیحون
97,1388,2,Yes,Yes,Yes,13000000000,55.0,شاهین
123,1402,3,Yes,Yes,Yes,19000000000,55.0,سیدخندان
100,1403,2,Yes,Yes,Yes,19100000000,510.0,پونک
80,1390,2,Yes,Yes,Yes,11300000000,4.0,سعادت‌آباد
182,1398,3,Yes,Yes,Yes,196978000,,مرزداران
92,1388,2,Yes,Yes,Yes,9300000000,24.0,کوی فردوس
73,1396,1,Yes,Yes,Yes,164383000,,جردن
89,1395,2,Yes,Yes,Yes,10060000000,2.0,جنت‌آباد جنوبی
118,1403,2,Yes,Yes,Yes,16000000000,1111.0,پاسداران
149,1398,3,Yes,Yes,Yes,157718000,,یوسف‌آباد
93,1395,2,Yes,Yes,Yes,120430000,,کوی فردوس
104,1401,2,Yes,Yes,Yes,7800000000,56.0,ابوذر (منطقه ۱۵)
63,1390,2,No,No,Yes,65873000,,سلسبیل
60,1380,1,No,Yes,Yes,4250000000,14.0,صفا
50,1398,1,Yes,Yes,Yes,3900000000,44.0,بریانک
60,1395,1,Yes,Yes,Yes,91666000,,ارم
100,1371,2,No,Yes,Yes,6100000000,13.0,استاد معین
77,1379,1,No,No,Yes,4200000000,44.0,آذربایجان
95,1390,2,No,Yes,Yes,1111111,44.0,منیریه
80,1397,2,Yes,Yes,Yes,2800000000,13.0,گمرک
145,1393,3,Yes,Yes,Yes,121241000,,کوی مهران
76,1399,2,Yes,Yes,Yes,6000000000,25.0,آذربایجان
70,1387,2,Yes,Yes,Yes,8400000000,46.0,شهرک نفت (منطقه ۵)
51,1386,1,No,Yes,Yes,3350000000,14.0,زنجان
330,1389,4,Yes,Yes,Yes,59000000000,6.0,فرمانیه
88,1390,2,Yes,Yes,Yes,10500000000,15.0,پونک
60,1370,1,Yes,Yes,No,7500000000,4.0,جردن
120,1400,2,Yes,Yes,Yes,29166000,,بهارستان
73,1384,2,No,Yes,Yes,81506000,,سازمان برنامه
245,1397,3,Yes,Yes,Yes,302040000,,دروس
58,1380,1,No,No,Yes,4070000000,4.0,نارمک
115,1387,2,Yes,Yes,Yes,160869000,,سعادت‌آباد
300,1403,4,Yes,Yes,Yes,320000000,,پاسداران
56,1386,2,No,Yes,Yes,46428000,,تولید دارو
47,1391,1,No,Yes,No,3000000000,44.0,مهرآباد جنوبی
92,1385,2,Yes,No,Yes,9850000000,1.0,هروی
115,1403,3,Yes,Yes,Yes,16600000000,36.0,مرزداران
77,1403,2,Yes,Yes,Yes,7500000000,612.0,شهرک نفت (منطقه ۵)
220,1388,3,Yes,Yes,Yes,25000000000,45.0,ظفر
75,1403,2,Yes,Yes,Yes,750000000,1520.0,چیتگر
72,1395,1,Yes,Yes,Yes,3750000000,35.0,خلیج فارس
87,1403,2,Yes,Yes,Yes,1264000,,هفت حوض
130,1388,3,Yes,Yes,Yes,17200000000,1.0,پونک
54,1386,1,Yes,Yes,Yes,6800000000,3.0,مرزداران
172,1385,3,Yes,Yes,Yes,32000000000,1.0,ولنجک
85,1383,2,No,No,Yes,7590000000,1.0,شهران شمالی
132,1397,3,Yes,Yes,Yes,20500000000,3.0,پونک
240,1398,3,Yes,Yes,Yes,111111,3.0,نیاوران
74,1389,2,Yes,Yes,Yes,10550000000,44.0,پونک
70,1398,2,No,Yes,Yes,2800000000,1.0,شهر زیبا
136,1393,3,Yes,Yes,Yes,105147000,,شاهین
67,1388,2,Yes,Yes,Yes,6750000000,25.0,شهرک پرواز
183,1400,3,Yes,Yes,Yes,202185000,,مرزداران
104,1382,2,Yes,Yes,Yes,117307000,,یوسف‌آباد
119,1403,2,Yes,Yes,Yes,6100000000,8.0,شهرک راه‌آهن
61,1396,1,Yes,No,Yes,4300000000,55.0,استاد معین
60,1397,2,Yes,Yes,Yes,8100000000,35.0,فاطمی
230,1384,4,Yes,Yes,Yes,62000000000,35.0,زعفرانیه
44,1388,1,No,Yes,Yes,3450000000,13.0,استاد معین
207,1384,3,Yes,Yes,Yes,34000000000,4.0,میرداماد
60,1398,1,Yes,Yes,Yes,2000000000,4.0,شهر زیبا
63,1388,1,Yes,No,Yes,3150000000,3.0,آبشار
240,1390,4,Yes,Yes,Yes,195833000,,فرمانیه
330,1398,3,Yes,Yes,Yes,135000000000,1011.0,الهیه
91,1398,2,Yes,Yes,Yes,14500000000,4.0,گیشا (کوی نصر)
110,1400,3,Yes,Yes,Yes,8250000000,36.0,تهرانپارس شرقی
81,1402,2,Yes,Yes,No,6075000000,35.0,شیوا
77,1394,2,Yes,Yes,Yes,8500000000,35.0,شهر زیبا
115,1403,2,Yes,Yes,Yes,13570000000,35.0,جنت‌آباد مرکزی
118,1403,2,Yes,Yes,Yes,138135000,,یوسف‌آباد
86,1400,2,Yes,Yes,Yes,16600000000,55.0,گیشا (کوی نصر)
123,1403,3,Yes,Yes,Yes,98373000,,نیرو هوایی
70,1388,2,Yes,Yes,Yes,7500000000,25.0,باغ فیض
110,1401,2,Yes,Yes,Yes,11500000000,56.0,جنت‌آباد مرکزی
90,1385,4,Yes,Yes,Yes,9000000000,15.0,فاطمی
80,1403,2,Yes,Yes,Yes,600000000,1219.0,چیتگر
53,1396,1,Yes,No,Yes,4990000000,14.0,تهرانپارس غربی
127,1403,3,Yes,Yes,Yes,230000000,,توانیر
125,1402,2,Yes,Yes,Yes,14500000000,45.0,جنت‌آباد جنوبی
250,1402,3,Yes,Yes,Yes,99000000000,5.0,زعفرانیه
225,1399,4,Yes,Yes,Yes,50000000000,4.0,میرداماد
105,1393,2,Yes,Yes,Yes,123333000,,صادقیه
130,1401,2,Yes,Yes,Yes,7900000000,1.0,دریاچه شهدای خلیج فارس
115,1403,2,Yes,Yes,Yes,16100000000,35.0,پونک
42,1382,1,No,No,Yes,2300000000,34.0,سلسبیل
92,1403,2,Yes,Yes,Yes,52000000,,اندیشه (شهر زیبا)
62,1388,2,No,No,Yes,4200000000,34.0,حافظیه
57,1389,1,No,Yes,Yes,3400000000,14.0,جیحون
70,1375,1,No,Yes,Yes,8300000000,23.0,گیشا (کوی نصر)
69,1391,2,Yes,Yes,Yes,4600000000,24.0,جیحون
83,1388,2,No,Yes,Yes,4350000000,24.0,سلسبیل
300,1393,4,Yes,Yes,Yes,85000000000,35.0,زعفرانیه
70,1386,2,No,No,Yes,5300000000,3.0,سازمان برنامه
155,1395,3,Yes,Yes,Yes,25800000000,55.0,آجودانیه
71,1375,2,No,Yes,Yes,6900000000,44.0,پونک
70,1402,1,Yes,Yes,Yes,8700000000,3.0,پونک
160,1403,3,Yes,Yes,Yes,212500000,,گیشا (کوی نصر)
50,1383,1,No,Yes,Yes,52000000,,بریانک
51,1379,1,No,No,Yes,98039000,,ستارخان
150,1388,3,Yes,Yes,Yes,156666000,,گیشا (کوی نصر)
91,1397,2,Yes,Yes,Yes,3350000000,3.0,اندیشه (شهر زیبا)
58,1382,1,No,Yes,Yes,3700000000,24.0,جیحون
106,1382,2,Yes,Yes,Yes,125471000,,امیرآباد
75,1388,2,Yes,Yes,Yes,153333000,,گیشا (کوی نصر)
126,1403,2,Yes,Yes,Yes,4000000000,3.0,شهر زیبا
105,1393,2,Yes,Yes,Yes,17500000000,1.0,میرداماد
67,1397,1,Yes,No,Yes,3350000000,25.0,گمرک
120,1403,3,Yes,Yes,Yes,4200000000,1417.0,شریف
90,1395,2,Yes,Yes,Yes,11000000000,2.0,جنت‌آباد جنوبی
56,1401,1,Yes,Yes,Yes,2720000000,3.0,آذربایجان
78,1402,2,Yes,Yes,Yes,91025000,,دکتر هوشیار
91,1388,2,Yes,Yes,Yes,170329000,,قلهک
132,1402,3,Yes,Yes,Yes,26900000000,35.0,شهرک غرب
250,1399,3,Yes,Yes,Yes,50000000000,4.0,پاسداران
55,1403,1,Yes,No,No,62000000,,پیروزی
107,1402,2,Yes,Yes,Yes,74766000,,دکتر هوشیار
101,1387,2,Yes,Yes,Yes,13700000000,3.0,عباس‌آباد
190,1394,3,Yes,Yes,Yes,38000000000,55.0,پاسداران
68,1387,1,Yes,Yes,No,56617000,,سلسبیل
140,1385,3,Yes,Yes,Yes,18400000000,2.0,اراج
149,1403,2,Yes,Yes,Yes,280536000,,پاسداران
75,1385,2,Yes,No,Yes,6000000000,44.0,دانشگاه علم و صنعت
220,1403,3,Yes,Yes,Yes,130000000000,5.0,سعادت‌آباد
110,1403,2,Yes,Yes,Yes,7000000000,7.0,سعادت‌آباد
116,1401,2,Yes,Yes,Yes,11600000000,15.0,مجیدآباد
340,1401,4,Yes,Yes,Yes,385294000,,دروس
60,1403,1,Yes,Yes,Yes,7200000000,14.0,کاظم‌آباد
43,1383,1,No,No,No,1935000000,38.0,شهرک ولیعصر
102,1388,2,Yes,Yes,Yes,10300000000,3.0,کوی فردوس
55,1398,1,Yes,Yes,Yes,7800000000,25.0,کوی مهران
91,1403,2,Yes,Yes,Yes,2860000000,1721.0,دریاچه شهدای خلیج فارس
91,1392,2,Yes,Yes,Yes,12200000000,4.0,شهرک نفت (منطقه ۱)
155,1402,3,Yes,Yes,Yes,40000000000,25.0,پاسداران
52,1392,1,Yes,Yes,Yes,3300000000,44.0,جی
80,1382,2,Yes,No,Yes,7200000000,14.0,جنت‌آباد جنوبی
60,1399,1,Yes,No,Yes,1850000000,2.0,مبارک‌آباد بهشتی
124,1390,2,Yes,Yes,Yes,22400000000,15.0,قیطریه
155,1401,3,Yes,Yes,Yes,40000000000,25.0,پاسداران
240,1403,3,Yes,Yes,Yes,320833000,,پاسداران
65,1387,2,No,Yes,Yes,60769000,,افسریه
76,1382,2,No,No,No,3850000000,34.0,جیحون
1800,1395,4,Yes,Yes,Yes,400000000,,دروس
84,1402,2,Yes,Yes,Yes,7890000000,45.0,تهران‌سر
108,1378,2,No,Yes,Yes,9700000000,14.0,ستارخان
140,1384,3,Yes,Yes,Yes,19000000000,4.0,پاسداران
175,1402,3,Yes,Yes,Yes,45000000000,25.0,پاسداران
66,1390,2,No,Yes,Yes,2900000000,24.0,مقدم
250,1401,3,Yes,Yes,Yes,100000000000,710.0,پاسداران
77,1386,2,Yes,Yes,Yes,12700000000,3.0,اختیاریه
280,1401,3,Yes,Yes,Yes,317500000,,دروس
48,1391,1,No,Yes,Yes,3900000000,44.0,نارمک
55,1403,1,Yes,No,Yes,4100000000,24.0,نظام‌آباد
160,1389,4,No,Yes,Yes,103125000,,اراج
105,1399,2,Yes,Yes,Yes,9500000000,33.0,شریف
81,1397,2,Yes,Yes,Yes,104320000,,ستارخان
102,1397,2,Yes,Yes,Yes,8670000000,1.0,تهران‌سر
112,1384,2,No,Yes,Yes,8500000000,34.0,اباذر
60,1384,1,No,Yes,Yes,4650000000,34.0,جنت‌آباد جنوبی
67,1388,2,No,Yes,Yes,6000000000,34.0,جمال‌زاده
130,1380,3,No,Yes,Yes,13000000000,14.0,صادقیه
135,1387,3,Yes,Yes,Yes,20900000000,2.0,سعادت‌آباد
135,1388,3,Yes,Yes,Yes,155555000,,دریا
110,1403,2,Yes,Yes,Yes,80000000,,تهران‌سر
40,1387,1,No,No,No,2000000000,1.0,گمرک
90,1400,2,Yes,Yes,Yes,7060000000,16.0,سبلان
69,1399,2,Yes,Yes,Yes,2180000000,3.0,مبارک‌آباد بهشتی
144,1393,3,Yes,Yes,Yes,11808000000,1212.0,شریف
92,1392,2,No,Yes,Yes,64673000,,هوانیروز
65,1392,1,Yes,Yes,Yes,4000000000,44.0,فیروزآبادی
100,1382,2,No,No,Yes,7000000000,34.0,توحید
75,1403,2,Yes,Yes,Yes,30000000,,دریاچه شهدای خلیج فارس
100,1403,2,Yes,Yes,Yes,78000000,,دریاچه شهدای خلیج فارس
125,1400,2,Yes,Yes,Yes,244800000,,یوسف‌آباد
89,1398,2,Yes,Yes,Yes,80000000,,لشکر
80,1392,2,Yes,Yes,Yes,81250000,,شهرک راه‌آهن
73,1400,2,Yes,Yes,Yes,1850000000,2.0,اندیشه (شهر زیبا)
95,1395,2,Yes,Yes,Yes,6220000000,67.0,مهرآباد جنوبی
150,1403,3,Yes,Yes,Yes,30000000000,25.0,پونک
81,1381,2,Yes,Yes,Yes,86419000,,اباذر
130,1403,3,Yes,Yes,Yes,22600000000,66.0,پونک
62,1380,2,No,No,Yes,3080000000,14.0,سلسبیل
53,1380,2,No,Yes,Yes,3540000000,23.0,سلسبیل
103,1387,2,Yes,Yes,Yes,8300000000,2.0,سازمان برنامه
140,1385,3,Yes,Yes,Yes,17500000000,25.0,گیشا (کوی نصر)
60,1390,1,Yes,Yes,Yes,8500000000,55.0,پونک
155,1402,3,Yes,Yes,Yes,25000000000,45.0,دزاشیب
65,1388,2,No,No,Yes,54923000,,جیحون
55,1385,1,No,No,Yes,3250000000,44.0,شیخ هادی
40,1384,1,No,No,Yes,2400000000,2.0,شبیری
200,1395,3,Yes,Yes,Yes,61000000000,5.0,فرمانیه
120,1389,2,Yes,Yes,Yes,19000000000,5.0,میرداماد
193,1389,3,Yes,Yes,Yes,42000000000,4.0,آجودانیه
155,1385,3,Yes,Yes,Yes,161290000,,میرداماد
131,1401,2,Yes,Yes,Yes,108396000,,جنت‌آباد جنوبی
92,1383,2,No,Yes,Yes,6900000000,24.0,دانشگاه شریف
85,1394,2,Yes,Yes,Yes,89411000,,سازمان برنامه
135,1403,3,Yes,Yes,Yes,11111,8.0,پونک
116,1381,2,Yes,Yes,No,94396000,,جنت‌آباد جنوبی
115,1385,2,Yes,Yes,Yes,53913000,,سلسبیل
110,1403,2,Yes,Yes,Yes,10500000000,25.0,شادمهر
37,1383,1,No,No,No,1700000000,1.0,جوادیه
92,1403,2,Yes,Yes,Yes,19320000000,66.0,آسمان
200,1387,4,Yes,Yes,Yes,35500000000,99.0,پاسداران
75,1394,2,No,Yes,Yes,5900000000,2.0,سرو آزاد
58,1400,1,Yes,Yes,Yes,8200000000,1.0,کوی مهران
100,1389,2,Yes,Yes,Yes,11500000000,25.0,هروی
115,1403,2,Yes,Yes,Yes,966183000,,سهروردی
60,1386,2,No,Yes,Yes,6200000000,14.0,شهرک پرواز
80,1403,2,Yes,Yes,No,50000000,,وصفنارد
263,1400,3,Yes,Yes,Yes,55000000000,3.0,فرمانیه
41,1382,1,No,Yes,Yes,2530000000,2.0,جیحون
49,1386,1,No,No,Yes,2020000000,44.0,مشیریه
60,1400,2,No,Yes,Yes,1470000000,1.0,شهر زیبا
45,1381,1,No,No,Yes,2100000000,,سلسبیل
63,1387,1,Yes,No,Yes,4700000000,2.0,حشمتیه
113,1403,2,Yes,Yes,Yes,10396000000,1111.0,دریاچه شهدای خلیج فارس
