area_sqm,building_year,num_rooms,has_elevator,has_parking,has_storage,price(in_toman),floor_number,district,district_encoded,price_standardized,building_age
165,1395,2,1,1,1,85000000000,48,الهیه,24,4.982155144211393,8
94,1397,2,1,1,1,9700000000,3,کوی بیمه,264,-0.21657619153603583,6
100,1403,2,1,1,1,8000000000,35,نظام‌آباد,233,-0.33394462806685427,0
80,1403,2,1,1,1,2160000000,2020,چیتگر,257,-0.737139727678607,0
119,1388,2,1,1,1,10999999999,4,شهران جنوبی,150,-0.1268238577873914,15
200,1400,3,1,1,1,60000000000,46,زعفرانیه,115,3.2561487246405334,3
53,1383,1,0,1,1,2800000000,4,سلیمانی,130,-0.6929539633375931,20
56,1392,1,1,1,1,4150000000,14,هاشمی,239,-0.5997496166807667,11
65,1402,2,1,1,0,7200000000,24,جمهوری,67,-0.38917683349312177,1
80,1384,2,0,1,1,8400000000,24,پاتریس لومومبا,249,-0.3063285253537205,19
245,1387,4,1,1,1,37300000000,4,هروی,240,1.6889348956701933,16
66,1388,2,0,0,1,4000000000,44,لشکر,206,-0.6101056551981918,15
113,1399,2,1,1,1,13300000000,3,جنت‌آباد مرکزی,70,0.03196873288216795,4
224,1385,3,1,1,1,44352000000,35,زعفرانیه,115,2.1758067865027413,18
175,1393,3,1,1,1,24300000000,4,هروی,240,0.7914115574933461,10
155,1396,3,1,1,1,10800000000,5,دیلمان,113,-0.140631909074918,7
200,1403,3,1,1,1,42500000000,5,هروی,240,2.047944230940932,0
160,1385,3,1,1,1,34000000000,1,زعفرانیه,115,1.4611020482868398,18
49,1381,1,0,0,1,2700000000,33,سرآسیاب مهرآباد,124,-0.6998579890158765,22
92,1393,2,1,1,1,12500000000,45,مرزداران,214,-0.023263472544099554,10
60,1403,1,1,1,1,8000000000,37,سازمان برنامه,121,-0.33394462806685427,0
51,1387,1,0,0,0,2100000000,24,یافت‌آباد,275,-0.741282143085577,16
142,1397,3,1,1,1,19000000000,52,جنت‌آباد جنوبی,68,0.4254981965443239,6
182,1402,3,1,1,1,35000000000,35,گیشا (کوی نصر),274,1.530142305069674,1
115,1403,3,1,1,1,18500000000,45,گیشا (کوی نصر),274,0.3909780681529067,0
100,1400,2,1,1,1,18000000000,45,گیشا (کوی نصر),274,0.35645793976148954,3
71,1395,2,1,0,1,4300000000,15,هفت چنار,242,-0.5893935781633415,8
91,1393,2,1,1,1,12000000000,35,جنت‌آباد جنوبی,68,-0.057783600935516745,10
70,1382,2,0,1,1,6300000000,24,ستارخان,123,-0.45131306459767273,21
77,1393,2,1,1,1,5200000000,15,دکتر هوشیار,112,-0.5272573470587906,10
135,1387,3,1,1,1,15700000000,25,جنت‌آباد جنوبی,68,0.19766534916097045,16
46,1393,1,1,0,1,3600000000,24,جیحون,76,-0.6377217579113256,10
130,1400,3,1,1,1,21500000000,66,یوسف‌آباد,276,0.5980988385014099,3
59,1396,1,1,0,1,3090000000,34,گمرک,273,-0.6729322888705711,7
82,1395,2,1,1,1,10780000000,4,سازمان برنامه,121,-0.14201271421057468,8
60,1385,2,0,1,1,3850000000,44,دکتر هوشیار,112,-0.620461693715617,18
60,1385,2,0,1,1,5500000000,14,سازمان برنامه,121,-0.5065452700239402,18
90,1387,2,0,1,1,8300000000,24,توحید,59,-0.3132325510320039,16
46,1381,1,0,0,1,2120000000,4,سلسبیل,129,-0.7399013379499204,22
74,1375,2,0,0,0,5500000000,14,شادمهر,138,-0.5065452700239402,28
60,1383,1,0,1,1,2700000000,24,آذری,4,-0.6998579890158765,20
88,1390,2,1,1,1,8200000000,45,بهاران,47,-0.3201365767102874,13
112,1395,2,1,1,1,15680000000,15,یوسف‌آباد,276,0.19628454402531378,8
91,1403,2,1,1,1,1300000000,2,سیزده آبان,136,-0.7965143485118445,0
67,1392,1,1,1,1,2850000000,3,مسعودیه,215,-0.6895019504984513,11
138,1393,3,1,1,1,19000000000,55,شهر زیبا,148,0.4254981965443239,10
57,1394,1,1,0,1,3100000000,44,کوثر,262,-0.6722418863027427,9
63,1381,1,0,1,0,2950000000,1,ظهیرآباد,190,-0.6825979248201679,22
63,1402,2,1,1,1,10500000000,45,مرزداران,214,-0.1613439861097683,1
66,1385,2,0,1,1,7200000000,14,پونک,254,-0.38917683349312177,18
84,1384,2,1,1,0,6500000000,2,شهر زیبا,148,-0.43750501324110586,19
50,1392,1,0,1,1,4000000000,2,ائمه اطهار,8,-0.6101056551981918,11
52,1385,1,0,1,1,2600000000,34,نواب,235,-0.7067620146941599,18
102,1383,2,0,1,1,7500000000,14,حکیمیه,85,-0.3684647564582714,20
110,1403,2,1,1,1,5150000000,17,چیتگر,257,-0.5307093598979322,0
87,1395,2,1,1,1,8450000000,15,استاد معین,18,-0.3028765125145788,8
115,1390,2,1,1,1,12200000000,14,پاتریس لومومبا,249,-0.04397554957894987,13
113,1395,2,1,1,1,9400000000,35,استاد معین,18,-0.23728826857088614,8
117,1403,2,1,1,1,19234000000,34,سیدخندان,135,0.44165361663150715,0
60,1400,1,1,1,1,1700000000,1,اندیشه (شهر زیبا),33,-0.7688982457987108,3
162,1403,3,1,1,1,23000000000,23,کوهک,263,0.7016592236756615,0
55,1397,2,1,1,1,1300000000,2,شهر زیبا,148,-0.7965143485118445,6
42,1383,1,0,0,1,2800000000,2,سلسبیل,129,-0.6929539633375931,20
45,1393,1,0,1,1,3350000000,2,سبلان,122,-0.6549818221070342,10
80,1403,2,1,1,1,12180000000,5,شهران جنوبی,150,-0.045356354714606556,0
100,1403,2,1,1,1,1800000000,1420,چیتگر,257,-0.7619942201204274,0
87,1402,2,1,1,1,2050000000,314,پیروزی,255,-0.7447341559247188,1
150,1403,3,1,1,1,24000000000,2,سیدخندان,135,0.7706994804584958,0
110,1398,2,1,1,1,21500000000,24,سعادت‌آباد,127,0.5980988385014099,5
97,1392,3,1,1,1,13200000000,1,مرزداران,214,0.025064707203884512,11
101,1399,2,1,1,1,5650000000,15,جی,75,-0.49618923150651506,4
53,1401,1,1,1,1,2400000000,24,آذربایجان,3,-0.7205700660507268,2
37,1383,1,0,0,1,2550000000,2,تسلیحات,53,-0.7102140275333017,20
80,1390,2,1,1,1,8800000000,35,دریان‌نو,104,-0.27871242264058677,13
140,1394,3,1,1,1,8200000000,25,شهرک کیانشهر,172,-0.3201365767102874,9
120,1403,3,1,1,1,1200000000,1015,چیتگر,257,-0.8034183741901281,0
55,1393,1,0,1,1,3290000000,2,سبلان,122,-0.6591242375140042,10
57,1403,1,1,1,0,6670000000,24,پیروزی,255,-0.425768169588024,0
43,1385,1,0,0,0,3000000000,23,جیحون,76,-0.6791459119810261,18
95,1402,2,1,1,1,14500000000,3,پونک,254,0.1148170410215692,1
52,1403,1,1,0,1,2800000000,55,امام سجاد(ع),26,-0.6929539633375931,0
58,1382,2,0,0,0,2750000000,24,آذری,4,-0.6964059761767347,21
60,1403,1,1,1,1,1350000000,2,اندیشه (شهر زیبا),33,-0.7930623356727029,0
75,1384,2,0,0,1,3600000000,24,شهرک دانشگاه تهران,156,-0.6377217579113256,19
56,1384,1,0,0,1,4220000000,4,باغ فیض,42,-0.5949167987059683,19
110,1380,2,0,1,1,8150000000,24,پاتریس لومومبا,249,-0.3235885895494291,23
66,1403,1,1,1,1,7000000000,34,زنجان,117,-0.40298488484968864,0
176,1395,3,1,1,1,43000000000,3,زعفرانیه,115,2.082464359332349,8
89,1389,2,1,1,1,8600000000,3,سازمان برنامه,121,-0.29252047399715364,14
45,1383,1,1,1,1,2160000000,2,مشیریه,216,-0.737139727678607,20
34,1378,1,0,0,0,2480000000,4,سلسبیل,129,-0.7150468455081,25
56,1387,1,1,1,1,4050000000,25,استاد معین,18,-0.6066536423590501,16
50,1396,1,1,1,1,1280000000,44,شهر زیبا,148,-0.7978951536475013,7
40,1386,1,0,0,0,2600000000,23,هاشمی,239,-0.7067620146941599,17
63,1379,1,0,0,1,5830000000,33,فاطمی,193,-0.4837619852856049,24
55,1386,1,0,1,0,3900000000,24,آذربایجان,3,-0.6170096808764752,17
76,1388,1,1,1,1,5600000000,1,تهرانپارس شرقی,54,-0.49964124434565677,15
93,1402,2,1,1,1,15810000000,2,شهرآرا,149,0.20525977740708223,1
50,1397,1,1,1,1,2060000000,4,اندیشه (شهر زیبا),33,-0.7440437533568904,6
105,1402,2,1,1,1,10000000000,33,سرو آزاد,126,-0.19586411450118552,1
55,1385,1,1,1,1,6300000000,25,سازمان برنامه,121,-0.45131306459767273,18
154,1401,3,1,1,1,13100000000,45,شهرک ولیعصر,168,0.01816068152560107,2
164,1394,3,1,1,1,30000000000,6,آجودانیه,2,1.184941021155502,9
117,1403,2,1,1,1,11100000000,13,چیتگر,257,-0.11991983204006769,0
60,1399,2,0,1,1,1850000000,2,اندیشه (شهر زیبا),33,-0.7585422072812857,4
118,1402,2,1,1,1,3304000000,3,مبارک‌آباد بهشتی,208,-0.6581576739190446,1
75,1392,2,1,1,1,8600000000,2,سازمان برنامه,121,-0.29252047399715364,11
71,1394,1,1,1,0,3160000000,55,فلاح,197,-0.6680994708957727,9
66,1391,1,1,1,0,3160000000,35,جلیلی,64,-0.6680994708957727,12
70,1395,2,1,1,1,4800000000,44,افسریه,21,-0.5548734497719243,8
120,1402,3,1,1,1,14500000000,14,شادمهر,138,0.1148170410215692,1
155,1390,3,1,1,1,27000000000,35,سعادت‌آباد,127,0.977820250806999,13
86,1398,2,1,1,1,5400000000,35,سلیمانی,130,-0.5134492957022236,5
85,1390,2,1,1,1,6100000000,29,چیتگر,257,-0.4651211159542396,13
150,1382,2,1,1,1,28500000000,35,جردن,62,1.0813806359812506,21
65,1397,2,1,1,1,4250000000,44,افسریه,21,-0.5928455910024831,6
108,1399,2,1,1,1,12600000000,4,پونک,254,-0.016359446865816116,4
144,1390,3,1,1,1,11100000000,212,دریاچه شهدای خلیج فارس,105,-0.11991983204006769,13
57,1377,2,0,0,1,2980000000,4,جی,75,-0.6805267171166829,26
45,1396,1,0,1,1,1300000000,23,شهر زیبا,148,-0.7965143485118445,7
140,1380,2,1,1,1,15950000000,514,شهرک غرب,162,0.21492541335667906,23
60,1386,1,0,0,1,3300000000,1,جوانمرد قصاب,74,-0.6584338349461758,17
126,1403,3,1,1,1,19950000000,5,هروی,240,0.4910864404880166,0
53,1398,1,0,1,1,1270000000,4,شهر زیبا,148,-0.7985855562153297,5
185,1402,3,1,1,1,72000000000,1,زعفرانیه,115,4.084631806034547,1
53,1397,1,1,1,1,2640000000,3,جیحون,76,-0.7040004044228465,6
65,1387,2,0,1,1,5650000000,24,جنت‌آباد شمالی,69,-0.49618923150651506,16
108,1390,2,0,1,0,7550000000,3,شهرک آزادی,152,-0.3650127436191297,13
71,1383,2,0,1,1,5800000000,44,مدائن,213,-0.4858331929890899,20
81,1402,2,1,1,0,4500000000,55,شادآباد,137,-0.5755855268067746,1
90,1403,2,1,0,1,2250000000,5,شهرک ابوذر,153,-0.730926104568152,0
115,1385,3,1,1,1,14000000000,25,سیدخندان,135,0.08029691263015201,18
60,1400,1,1,1,1,2400000000,24,استاد معین,18,-0.7205700660507268,3
58,1403,1,1,1,1,4390000000,24,نظام‌آباد,233,-0.5831799550528863,0
64,1403,2,1,1,1,1920000000,3030,سرو آزاد,126,-0.7537093893064873,0
58,1383,1,0,1,1,4500000000,44,شهران جنوبی,150,-0.5755855268067746,20
122,1403,2,1,1,1,1750000000,1618,دریاچه شهدای خلیج فارس,105,-0.7654462329595692,0
65,1395,2,1,1,1,1650000000,2,سازمان آب,120,-0.7723502586378526,8
112,1403,2,1,1,1,4000000000,5,قیام‌دشت,204,-0.6101056551981918,0
85,1403,2,1,1,1,7225000000,36,تسلیحات,53,-0.3874508270735509,0
55,1380,1,0,0,1,2850000000,24,سلسبیل,129,-0.6895019504984513,23
146,1381,3,1,1,1,28000000000,36,سعادت‌آباد,127,1.0468605075898334,22
76,1398,1,1,1,1,6850000000,719,سرو آزاد,126,-0.4133409233671138,5
64,1400,2,1,0,1,2000000000,2,مبارک‌آباد بهشتی,208,-0.7481861687638606,3
50,1391,1,1,1,1,3300000000,44,جی,75,-0.6584338349461758,12
78,1403,2,1,1,1,6750000000,1,سلسبیل,129,-0.4202449490453972,0
41,1402,1,1,1,1,1200000000,24,اندیشه (شهر زیبا),33,-0.8034183741901281,1
125,1403,3,1,1,1,13000000000,26,دکتر هوشیار,112,0.011256655847317635,0
140,1403,3,1,1,1,23000000000,14,مدائن,213,0.7016592236756615,0
112,1391,2,1,1,1,13000000000,15,مدائن,213,0.011256655847317635,12
69,1399,1,1,1,0,4002000000,14,شهرک ولیعصر,168,-0.6099675746846261,4
66,1396,2,0,1,1,6900000000,34,پونک,254,-0.4098889105279721,7
90,1391,2,1,1,1,11500000000,44,هفت حوض,241,-0.09230372932693394,12
62,1386,1,0,1,1,3250000000,2,پیروزی,255,-0.6618858477853176,17
127,1403,2,1,1,1,8900000000,529,سرو آزاد,126,-0.2718083969623033,0
120,1403,2,1,1,1,24000000000,6,مرزداران,214,0.7706994804584958,0
58,1402,1,1,1,1,2680000000,3,استاد معین,18,-0.7012387941515331,1
260,1402,3,1,1,1,100000000000,7,نیاوران,236,6.017758995953908,1
68,1382,2,0,1,1,5300000000,34,اندیشه (شهر زیبا),33,-0.520353321380507,21
100,1403,2,1,1,1,1200000000,818,چیتگر,257,-0.8034183741901281,0
125,1388,2,1,1,1,14800000000,3,پونک,254,0.1355291180564195,15
168,1402,3,1,1,1,13500000000,1928,دریاچه شهدای خلیج فارس,105,0.045776784238734824,1
50,1403,1,1,0,1,3120000000,14,جیحون,76,-0.670861081167086,0
101,1395,2,1,1,1,18900000000,35,سعادت‌آباد,127,0.41859417086604045,8
135,1388,3,1,1,1,17000000000,55,سازمان آب,120,0.28741768297865516,15
112,1386,3,1,1,1,11900000000,25,دریان‌نو,104,-0.06468762661380019,17
150,1394,3,1,1,1,17500000000,4,پونک,254,0.3219378113700723,9
157,1400,3,1,1,1,23000000000,4,پونک,254,0.7016592236756615,3
88,1391,2,1,1,1,9370000000,45,جنت‌آباد جنوبی,68,-0.23935947627437115,12
59,1391,1,0,1,1,1550000000,2,اندیشه (شهر زیبا),33,-0.779254284316136,12
180,1402,3,1,1,1,22500000000,411,حسین‌آباد,79,0.6671390952842442,1
74,1394,1,1,1,1,7600000000,55,باغ فیض,42,-0.361560730779988,9
125,1402,3,1,1,1,11250000000,45,پیروزی,255,-0.10956379352264253,1
195,1402,3,1,1,1,22500000000,611,حسین‌آباد,79,0.6671390952842442,1
54,1383,1,1,1,1,7000000000,28,یوسف‌آباد,276,-0.40298488484968864,20
130,1393,3,1,1,1,19000000000,15,ظفر,189,0.4254981965443239,10
170,1400,3,1,1,1,33300000000,35,ظفر,189,1.4127738685388556,3
60,1395,1,1,1,1,2900000000,35,نواب,235,-0.6860499376593095,8
98,1403,2,1,1,1,18500000000,14,شهرآرا,149,0.3909780681529067,0
110,1402,2,1,1,1,25000000000,77,اراج,14,0.8397397372413302,1
60,1397,2,1,1,1,1600000000,2,شهران جنوبی,150,-0.7758022714769943,6
145,1377,2,0,0,1,8590000000,14,حشمتیه,80,-0.29321087656498196,26
78,1403,2,1,0,1,8112000000,24,پرستار,251,-0.3262121193071768,0
76,1396,2,1,1,0,3550000000,14,گمرک,273,-0.6411737707504672,7
126,1400,2,1,1,1,10900000000,23,چیتگر,257,-0.13372788339663455,3
60,1376,1,0,0,0,3100000000,24,سلسبیل,129,-0.6722418863027427,27
50,1395,1,0,1,1,2500000000,23,تهران‌سر,56,-0.7136660403724433,8
45,1379,1,0,0,0,3000000000,4,آذربایجان,3,-0.6791459119810261,24
90,1393,2,1,1,1,9200000000,55,جنت‌آباد جنوبی,68,-0.251096319927453,10
80,1398,3,1,1,1,6000000000,24,سلسبیل,129,-0.472025141632523,5
180,1403,3,1,1,1,58000000000,5,نیاوران,236,3.1180682110748648,0
60,1375,1,0,0,0,3000000000,24,زنجان,117,-0.6791459119810261,28
118,1402,2,1,1,1,16000000000,3,پاسداران,250,0.21837742619582076,1
103,1402,2,1,1,1,7250000000,3,سرتخت,125,-0.38572482065398006,1
150,1397,3,1,1,1,25000000000,36,ازگل,17,0.8397397372413302,6
62,1393,1,1,1,1,4580000000,34,استاد معین,18,-0.5700623062641479,10
60,1400,2,1,1,1,2900000000,24,تهران‌سر,56,-0.6860499376593095,3
115,1399,2,1,1,1,14400000000,35,جنت‌آباد جنوبی,68,0.10791301534328576,4
100,1403,2,1,1,1,6000000000,14,هوانیروز,243,-0.472025141632523,0
142,1390,3,1,1,1,16500000000,45,مرزداران,214,0.25289755458723795,13
128,1403,2,1,1,1,15300000000,35,شاهین,141,0.1700492464478367,0
128,1403,2,1,1,1,11790000000,1,تهران‌سر,56,-0.07228205485991196,0
180,1370,4,0,1,1,16500000000,1,یوسف‌آباد,276,0.25289755458723795,33
83,1396,2,1,1,1,8420000000,25,شهر زیبا,148,-0.3049477202180638,7
55,1393,2,1,0,1,2800000000,44,نواب,235,-0.6929539633375931,10
175,1401,3,1,1,1,34000000000,7,سعادت‌آباد,127,1.4611020482868398,2
140,1392,3,1,1,1,14000000000,5,ابوذر (منطقه ۱۵),11,0.08029691263015201,11
63,1391,2,1,1,1,2180000000,14,شهر زیبا,148,-0.7357589225429504,12
80,1394,2,1,1,1,10600000000,55,جنت‌آباد جنوبی,68,-0.15443996043148486,9
115,1397,2,1,1,1,20000000000,16,محمودیه,211,0.4945384533271583,6
180,1402,3,1,1,1,39600000000,35,پاسداران,250,1.8477274862707123,1
63,1384,1,0,0,1,3500000000,34,خانی‌آباد نو,88,-0.644625783589609,19
66,1391,2,1,1,1,8400000000,3,سعادت‌آباد,127,-0.3063285253537205,12
103,1403,2,1,1,1,9800000000,15,چیتگر,257,-0.2096721658577524,0
55,1398,1,1,1,1,2350000000,25,بریانک,43,-0.7240220788898685,5
167,1382,3,1,1,1,28990000000,24,شهرک غرب,162,1.1152103618048395,21
60,1394,1,1,1,1,3950000000,34,هاشمی,239,-0.6135576680373335,9
278,1388,3,1,1,1,58000000000,6,حصار بوعلی,81,3.1180682110748648,15
90,1399,2,1,1,1,4350000000,15,شادآباد,137,-0.5859415653241997,4
133,1395,2,1,1,1,25000000000,69,امانیه,29,0.8397397372413302,8
58,1398,2,1,1,1,1820000000,2,مبارک‌آباد بهشتی,208,-0.7606134149847708,5
88,1390,2,1,0,1,5192000000,1,شهرک کیانشهر,172,-0.5278096691130532,13
58,1396,1,1,0,1,4880000000,44,هفت حوض,241,-0.5493502292292975,7
114,1385,3,1,1,1,11250000000,35,شهران شمالی,151,-0.10956379352264253,18
70,1380,2,0,0,1,4200000000,44,آذربایجان,3,-0.5962976038416249,23
154,1403,3,1,1,1,28500000000,3,اباذر,9,1.0813806359812506,0
57,1392,2,1,1,1,3600000000,44,بریانک,43,-0.6377217579113256,11
143,1395,3,1,1,1,36500000000,3,زعفرانیه,115,1.6337026902439258,8
135,1403,3,1,1,1,5000000000,28,تهران‌سر,56,-0.5410653984153574,0
164,1402,3,1,1,1,26000000000,1,سازمان برنامه,121,0.9087799940241645,1
105,1403,2,1,1,1,1260000000,815,چیتگر,257,-0.7992759587831579,0
110,1391,2,1,1,1,16700000000,16,سعادت‌آباد,127,0.2667056059438048,12
60,1403,1,1,1,1,6000000000,2,دکتر هوشیار,112,-0.472025141632523,0
125,1382,3,1,1,1,14700000000,47,اختیاریه,13,0.12862509237813607,21
115,1399,2,1,1,1,11399000000,35,جنت‌آباد مرکزی,70,-0.0992767952620002,4
111,1392,2,1,1,1,11100000000,45,تهرانپارس غربی,55,-0.11991983204006769,11
150,1372,3,1,0,1,15000000000,1,ونک,248,0.1493371694129864,31
120,1393,3,1,1,1,14500000000,14,جنت‌آباد مرکزی,70,0.1148170410215692,10
105,1386,2,1,1,1,16600000000,1,سپهر,134,0.2598015802655214,17
58,1395,1,1,1,1,1490000000,2,اکباتان,35,-0.7833966997231061,8
55,1380,1,0,1,1,5450000000,3,ارم,16,-0.5099972828630819,23
48,1390,1,1,0,1,2800000000,34,خاوران,89,-0.6929539633375931,13
80,1403,2,1,1,1,1200000000,1520,چیتگر,257,-0.8034183741901281,0
58,1383,1,1,1,1,5800000000,25,ارم,16,-0.4858331929890899,20
180,1390,3,1,1,1,24500000000,3,پاسداران,250,0.805219608849913,13
98,1397,2,1,1,0,10600000000,66,ایرانشهر,37,-0.15443996043148486,6
82,1387,2,1,1,1,6500000000,42,پیروزی,255,-0.43750501324110586,16
56,1392,2,0,0,1,2650000000,34,سلسبیل,129,-0.7033100018550182,11
50,1388,1,1,1,1,2600000000,45,نواب,235,-0.7067620146941599,15
148,1400,3,1,1,1,28120000000,35,یوسف‌آباد,276,1.0551453384037734,3
72,1396,2,1,1,1,1900000000,2,اندیشه (شهر زیبا),33,-0.755090194442144,7
118,1400,2,1,1,1,14850000000,1,پونک,254,0.13898113089556124,3
118,1382,3,1,1,1,11500000000,35,حکیمیه,85,-0.09230372932693394,21
83,1402,2,1,1,1,5450000000,15,استاد معین,18,-0.5099972828630819,1
97,1402,2,1,1,1,7500000000,5,نظام‌آباد,233,-0.3684647564582714,1
122,1397,2,1,1,1,26000000000,3,قیطریه,205,0.9087799940241645,6
55,1399,1,1,1,1,1300000000,24,اندیشه (شهر زیبا),33,-0.7965143485118445,4
50,1395,1,1,0,1,3900000000,44,آذربایجان,3,-0.6170096808764752,8
75,1383,2,0,0,1,3525000000,24,خانی‌آباد,87,-0.6428997771700381,20
55,1385,1,0,1,0,2700000000,2,نواب,235,-0.6998579890158765,18
64,1400,2,1,1,0,4050000000,45,صفا,184,-0.6066536423590501,3
174,1400,1,1,1,0,30000000000,5,جنت‌آباد جنوبی,68,1.184941021155502,3
87,1392,2,1,1,1,9100000000,45,سازمان برنامه,121,-0.2580003456057364,11
125,1400,3,1,1,0,9300000000,56,شهادت,147,-0.24419229424916958,3
120,1392,3,1,1,1,24100000000,55,سعادت‌آباد,127,0.7776035061367792,11
180,1387,3,1,1,1,30000000000,5,فرمانیه,196,1.184941021155502,16
235,1385,4,1,1,1,42000000000,3,دزاشیب,106,2.0134241025495148,18
100,1391,2,1,1,1,17700000000,25,پاسداران,250,0.3357458627266392,12
107,1393,2,1,1,1,14500000000,35,یوسف‌آباد,276,0.1148170410215692,10
67,1384,2,1,1,1,5400000000,55,نبی اکرم(ص),230,-0.5134492957022236,19
104,1403,2,1,1,1,11500000000,46,شهر زیبا,148,-0.09230372932693394,0
48,1395,1,1,1,1,2300000000,26,کوی هفدهم شهریور,268,-0.7274740917290102,8
127,1403,3,1,1,1,12700000000,46,جیحون,76,-0.009455421187532679,0
150,1403,3,1,1,1,2250000000,1518,چیتگر,257,-0.730926104568152,0
125,1391,3,1,1,0,12500000000,2,دریاچه شهدای خلیج فارس,105,-0.023263472544099554,12
93,1402,2,1,1,1,6600000000,34,سلسبیل,129,-0.4306009875628224,1
50,1403,1,1,1,1,4950000000,34,کرمان,261,-0.5445174112544992,0
48,1392,1,1,1,1,3500000000,34,جیحون,76,-0.644625783589609,11
42,1392,1,1,1,1,2500000000,24,جیحون,76,-0.7136660403724433,11
118,1403,3,1,1,1,16000000000,26,ارم,16,0.21837742619582076,0
75,1385,2,1,1,1,9500000000,3,سعادت‌آباد,127,-0.2303842428926027,18
100,1401,2,1,1,1,14600000000,15,جنت‌آباد مرکزی,70,0.12172106669985264,2
55,1400,1,1,1,1,2640000000,5,آذربایجان,3,-0.7040004044228465,3
110,1399,2,1,1,1,11470000000,4,جنت‌آباد جنوبی,68,-0.09437493703041896,4
50,1385,1,1,0,1,5200000000,1,شمس‌آباد,145,-0.5272573470587906,18
105,1402,2,1,1,1,6400000000,3,گلچین,272,-0.44440903891938927,1
170,1385,3,1,1,1,17000000000,15,شهران شمالی,151,0.28741768297865516,18
48,1380,1,0,0,1,2100000000,14,سلیمانی,130,-0.741282143085577,23
184,1372,3,0,1,1,17000000000,23,فاطمی,193,0.28741768297865516,31
62,1401,2,1,1,1,1670000000,24,شهر زیبا,148,-0.7709694535021959,2
40,1401,1,1,1,1,1160000000,34,اندیشه (شهر زیبا),33,-0.8061799844614415,2
54,1393,1,1,1,1,2250000000,24,بلورسازی,45,-0.730926104568152,10
83,1387,2,1,0,1,7100000000,14,فدک,194,-0.39608085917140523,16
65,1388,2,0,1,1,3500000000,24,نواب,235,-0.644625783589609,15
77,1394,2,1,1,0,4389000000,1,شهرک کیانشهر,172,-0.5832489953096692,9
100,1403,2,1,1,1,3000000000,3030,دریاچه شهدای خلیج فارس,105,-0.6791459119810261,0
70,1402,2,1,1,1,2400000000,23,اندیشه (شهر زیبا),33,-0.7205700660507268,1
42,1401,1,1,1,1,1250000000,23,اندیشه (شهر زیبا),33,-0.7999663613509863,2
66,1397,1,1,1,1,8250000000,45,جنت‌آباد شمالی,69,-0.3166845638711457,6
61,1384,1,0,1,1,4550000000,13,تهران‌سر,56,-0.5721335139676329,19
210,1401,3,1,1,1,47200000000,4,نیاوران,236,2.3724334378202534,2
167,1394,3,1,1,1,32500000000,1,شهرک ژاندارمری,170,1.357541663112588,9
130,1402,2,1,1,1,23000000000,57,پونک,254,0.7016592236756615,1
81,1384,2,1,0,1,3400000000,9,نواب,235,-0.6515298092678924,19
144,1403,3,1,1,0,10800000000,5,جوانمرد قصاب,74,-0.140631909074918,0
80,1390,2,1,1,1,12170000000,4,پونک,254,-0.0460467572824349,13
45,1395,1,1,0,1,3400000000,1,جیحون,76,-0.6515298092678924,8
45,1397,1,1,1,1,1500000000,1,اندیشه (شهر زیبا),33,-0.7827062971552777,6
63,1403,2,1,0,0,6300000000,66,آبشار,0,-0.45131306459767273,0
52,1393,1,1,0,0,2650000000,24,خاوران,89,-0.7033100018550182,10
100,1403,2,1,1,1,1200000000,411,چیتگر,257,-0.8034183741901281,0
95,1393,2,1,1,1,15990000000,35,میرداماد,224,0.21768702362799242,10
108,1403,2,1,1,1,7550000000,1425,دریاچه شهدای خلیج فارس,105,-0.3650127436191297,0
180,1402,3,1,1,1,21850000000,311,حسین‌آباد,79,0.6222629283754019,1
93,1388,2,0,1,1,7725000000,34,جیحون,76,-0.3529306986821337,15
92,1403,2,1,1,1,10500000000,6,صادقیه,183,-0.1613439861097683,0
78,1380,2,0,1,0,5600000000,4,جنت‌آباد مرکزی,70,-0.49964124434565677,23
218,1395,3,1,1,1,39500000000,15,دروس,102,1.8408234605924287,8
65,1384,2,0,1,1,4350000000,14,جیحون,76,-0.5859415653241997,19
135,1385,2,1,1,1,26500000000,4,حصار بوعلی,81,0.9433001224155818,18
80,1399,2,1,1,1,7350000000,5,دریاچه شهدای خلیج فارس,105,-0.3788207949756966,4
90,1403,2,1,1,1,2700000000,1520,چیتگر,257,-0.6998579890158765,0
265,1403,3,1,1,1,74500000000,67,دروس,102,4.257232447991632,0
56,1401,1,1,1,1,2500000000,24,استاد معین,18,-0.7136660403724433,2
108,1395,2,1,1,1,9000000000,7,دریاچه شهدای خلیج فارس,105,-0.2649043712840199,8
64,1385,1,0,1,1,7800000000,14,پونک,254,-0.34775267942342114,18
135,1402,3,1,1,1,23750000000,3,سعادت‌آباد,127,0.7534394162627872,1
63,1403,1,1,0,0,3780000000,55,طیب,188,-0.6252945116904154,0
70,1388,2,0,0,1,4750000000,4,شهرک شهید باقری,160,-0.558325462611066,15
60,1397,1,1,1,1,9200000000,44,پونک,254,-0.251096319927453,6
110,1403,2,1,1,1,24500000000,9,سعادت‌آباد,127,0.805219608849913,0
109,1397,2,1,1,1,9000000000,7,دریاچه شهدای خلیج فارس,105,-0.2649043712840199,6
123,1401,3,1,1,1,17500000000,77,پونک,254,0.3219378113700723,2
137,1403,3,1,1,1,14800000000,35,دکتر هوشیار,112,0.1355291180564195,0
90,1380,2,0,1,1,8950000000,1,فاطمی,193,-0.2683563841231616,23
